CO_ESCOLA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,TP_DEPENDENCIA_ADM_ESC,CO_UF_ESC,TP_LOCALIZACAO_ESC,QTD_ALUNOS,MEDIA_GERAL,STD_NOTAS,NOTA_MAX,NOTA_MIN,DIF_MT_LC,DIF_CN_CH,PCT_NU_NOTA_CN,PCT_NU_NOTA_CH,PCT_NU_NOTA_LC,PCT_NU_NOTA_MT,PCT_NU_NOTA_REDACAO,cluster
11001119.0,442.72941176470584,461.09411764705885,491.54705882352937,466.8764705882353,534.1176470588235,2.0,11.0,1.0,17,479.2729411764705,35.278064633574466,534.1176470588235,442.72941176470584,-24.670588235294076,-18.364705882353007,0.13553502820240335,0.21940652333851057,0.26289544674241805,0.23632796533965503,0.2033842884002289,0
11001135.0,449.7375,443.7125,480.325,462.4375,620.0,2.0,11.0,1.0,16,491.2425,73.33004084701577,620.0,443.7125,-17.88749999999999,6.025000000000034,0.20902476906727704,0.10389928880895938,0.1719937872966566,0.1951279326412164,0.5192103327066132,0
11001283.0,479.90000000000003,502.2285714285714,523.2071428571429,480.7285714285714,587.1428571428571,2.0,11.0,1.0,14,514.6414285714285,44.274587427064,587.1428571428571,479.90000000000003,-42.47857142857151,-22.328571428571365,0.5650290198643014,0.5592250470040055,0.5710782310144691,0.36434235265266085,0.3878443554320281,0
11001305.0,444.35333333333335,428.3333333333333,477.26666666666665,480.5733333333334,453.3333333333333,2.0,11.0,1.0,15,456.77200000000005,22.14351091303175,480.5733333333334,428.3333333333333,3.306666666666729,16.02000000000004,0.1522929780103,0.04340717730728358,0.15212948581705224,0.3633613994931742,0.054974249979563475,0
11001550.0,454.19444444444446,433.04999999999995,480.3444444444445,450.3333333333333,517.7777777777778,2.0,11.0,1.0,18,467.14,32.97999941041712,517.7777777777778,433.04999999999995,-30.011111111111177,21.144444444444503,0.264366876481648,0.05812147469958309,0.17215727948990436,0.10038420665413227,0.1582604430638437,0
11001640.0,482.8833333333333,476.07575757575756,520.0045454545455,495.25757575757575,672.1212121212121,2.0,11.0,1.0,66,529.2684848484848,81.59429011170937,672.1212121212121,476.07575757575756,-24.7469696969697,6.807575757575762,0.5927409466197989,0.3408812229216055,0.5357639172729503,0.48393689201340634,0.6772255374805853,0
11002018.0,421.795652173913,438.74782608695654,451.0913043478261,437.5217391304348,533.0434782608696,2.0,11.0,1.0,23,456.43999999999994,44.06769189337099,533.0434782608696,421.795652173913,-13.5695652173913,-16.95217391304351,0.015695250551786152,0.07896672933867407,0.0344151066786561,0.03310716913267391,0.20031880977683317,0
11002123.0,445.81333333333333,448.1116666666667,468.51500000000004,440.1333333333333,532.3333333333334,2.0,11.0,1.0,60,466.98133333333334,38.07295524895448,532.3333333333334,440.1333333333333,-28.381666666666717,-2.298333333333346,0.1682334668519578,0.12842311779612522,0.09923976130139786,0.04234447805117306,0.19839777650617182,0
11002476.0,450.18666666666667,431.66,455.02000000000004,494.44666666666666,497.3333333333333,2.0,11.0,1.0,15,465.7293333333334,28.898450785081486,497.3333333333333,431.66,39.42666666666662,18.526666666666642,0.21425651925120576,0.05338020109539769,0.045205591433009076,0.4778876808632388,0.11546636148123927,0
11002484.0,496.23800000000006,515.525,520.745,523.1669999999999,669.8,2.0,11.0,1.0,100,545.095,70.50972992786171,669.8,496.23800000000006,2.421999999999912,-19.28699999999992,0.6931251532739312,0.6595683806098259,0.5434480503555955,0.6526608354451074,0.6710537071854819,0
