CO_ESCOLA,TP_DEPENDENCIA_ADM_ESC,QTD_ALUNOS,MEDIA_GERAL,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,cluster
11004347.0,2.0,23,505.3904347826086,490.78695652173906,484.2956521739129,484.97391304347826,499.06956521739124,567.8260869565217,0
11004428.0,2.0,54,514.0711111111111,462.01851851851836,484.9111111111111,505.3314814814815,494.3907407407408,623.7037037037037,0
11005041.0,2.0,71,465.9890140845071,451.18591549295775,443.16619718309863,481.54084507042256,469.2633802816902,484.7887323943662,0
11005360.0,2.0,43,478.24930232558137,448.5674418604651,452.5581395348837,489.93953488372085,462.9720930232558,537.2093023255813,0
11005475.0,2.0,84,504.59880952380956,454.7940476190476,476.0142857142858,487.3619047619048,494.10952380952375,610.7142857142857,0
11005823.0,2.0,52,470.0907692307692,439.8557692307692,439.975,467.30384615384617,434.4730769230769,568.8461538461538,0
11005939.0,2.0,74,495.4381081081081,463.5905405405405,473.6648648648649,482.30810810810806,461.14054054054054,596.4864864864865,0
11006617.0,2.0,34,456.0164705882353,437.3205882352941,440.7882352941176,457.7911764705882,453.59411764705885,490.5882352941176,0
11006633.0,2.0,57,435.73999999999995,432.3491228070175,419.12456140350884,436.55964912280706,435.92982456140345,454.7368421052632,0
11006641.0,2.0,113,480.5463716814159,446.26637168141593,448.5893805309734,478.3575221238938,462.08495575221235,567.433628318584,0
11006773.0,2.0,35,469.5068571428572,449.0571428571429,448.62857142857143,470.47999999999996,457.0828571428571,522.2857142857143,0
11006889.0,2.0,90,488.1864444444444,463.6577777777778,470.6122222222222,482.5888888888889,464.0733333333333,560.0,0
11007656.0,4.0,34,625.8876470588235,567.5382352941176,538.1088235294117,558.4205882352941,664.7823529411766,800.5882352941177,1
11007885.0,2.0,96,577.708125,526.9927083333333,537.9052083333333,544.515625,533.0854166666667,746.0416666666666,1
11007893.0,2.0,209,533.2552153110048,480.35358851674647,494.06028708133977,507.9655502392344,500.64306220095693,683.2535885167464,1
11008105.0,2.0,35,537.8868571428571,490.5057142857142,505.03999999999996,510.66857142857134,523.2199999999999,660.0,1
11009152.0,2.0,71,498.53352112676055,466.9718309859155,469.8943661971831,495.656338028169,483.525352112676,576.6197183098592,0
11009306.0,2.0,19,487.2631578947368,452.9789473684211,464.4368421052632,479.29999999999995,495.3894736842105,544.2105263157895,0
11009888.0,2.0,57,462.21614035087714,438.54561403508774,447.88070175438594,477.8035087719298,479.13157894736844,467.719298245614,0
11010290.0,2.0,24,499.61416666666673,479.1041666666667,488.4333333333334,487.5791666666667,459.62083333333334,583.3333333333334,0
11010665.0,2.0,73,497.35287671232874,458.8328767123287,461.79041095890415,479.19452054794516,479.0013698630138,607.945205479452,0
11011661.0,2.0,30,495.57000000000005,451.3866666666668,464.4433333333333,488.19666666666666,464.49,609.3333333333334,0
11012447.0,2.0,21,493.90761904761905,464.83809523809515,464.8619047619048,484.9904761904762,478.6571428571429,576.1904761904761,0
11012579.0,2.0,19,507.74315789473695,463.1473684210527,484.378947368421,509.3315789473685,469.22631578947374,612.6315789473684,0
11012684.0,2.0,39,499.6553846153846,452.18205128205136,486.26410256410264,499.9923076923078,474.1974358974358,585.6410256410256,0
11012994.0,2.0,79,507.5060759493671,464.7696202531646,476.0911392405064,496.28987341772154,488.987341772152,611.3924050632911,0
11013737.0,4.0,36,591.545,532.5055555555557,565.2666666666667,548.4916666666667,582.0166666666665,729.4444444444445,1
